ticker,momentum_12m,momentum_3m,volatility,quality_score,composite_score
VZ,-0.285851774963213,0.09520292217999105,0.3361135598700858,0.8632914210149918,-0.2527490673407663
AMAT,-0.527367301905989,-0.07099669581527002,0.7069778141619917,0.6084866113895723,-0.2714487160346258
NOW,0.016174369755084683,0.04318003814731597,0.3362375553722057,0.5226283751527945,-0.2769269493647012
XOM,-0.058311044828872505,-0.17948136095785205,0.47460459318022286,0.9390965340850582,-0.2785273417729269
MCD,-0.09030010302423008,0.43549941942745396,0.4410928680130444,-2.3885460986357963,-0.28316769056659064
ALL,0.7311447713642658,-0.2814763681213155,0.6211400135516214,-1.3126665952769327,-0.33071534986065676
ORCL,2.0270152500862455,-0.011301094059365746,0.7174144779030217,-1.693364100998826,-0.356214014734611
PFE,0.24044550465080894,0.15279051201455252,0.3224374071324915,-1.3321591924583494,-0.3659793973158638
MU,1.2971886262300178,-0.04583833882191635,0.4646631796824215,-1.9057119401703846,-0.41600668831219545
MPWR,1.087979865164407,0.28283654727066865,0.5402573202870676,-3.4450160562556826,-0.4168263562301049
WMT,0.02578857893311648,0.30485192933229754,0.6077939746031669,0.004394345023396611,-0.42475132618371664
CRWD,0.28289812512527845,0.005857605740184013,0.29039163067873447,-0.6493837082369818,-0.4334820432149392
TGT,0.6755322979707048,-0.023350001230024398,0.3021040771439932,-1.594836444404157,-0.4342372602916529
FCX,0.4517549598329298,0.08969974966917271,0.25632690637243133,-1.81121720878775,-0.4367054435404418
LIN,0.47115342389381043,0.38217068351110717,0.6521862303951362,-1.3142860207200433,-0.4569234804512901
CVS,-0.19198021111975494,0.029057792558069062,0.7204259715140995,0.16142437546019395,-0.46491801520805315
BSX,0.14323492968820983,0.02408123333806178,0.27079551142466685,-1.6264575018099359,-0.47988800254434777
BP,0.15403893597929175,0.01791377484855916,0.24974565022681464,-1.5720406287433437,-0.4813674639785292
BMY,0.5589154950922226,0.045945349587088735,0.5130216480926391,-1.5629753430089042,-0.4914024822308923
TTE,0.05630620738553649,0.03441665563380125,0.2011994986089527,-1.8140844407555743,-0.5017122816770878
SYK,3.075494351337462,-0.13688442426087466,0.7949997136820887,-1.8161360435969176,-0.5139543922024787
CVX,0.4706553127182551,-0.00022804687850619398,0.2461414830222932,-1.7924840734215572,-0.5149284721562832
OXY,-0.2000849024233552,0.08353698495555872,0.3593943333317073,0.09366724981592196,-0.5203323688293924
TXN,0.7637861437246474,-0.20559276980519237,0.7593711457111341,-1.8561022310588962,-0.5264926941166657
ISRG,0.6726330811093058,-0.3403933598825988,0.595606482172143,-1.9298112809347638,-0.5300100253227773
BIDU,0.024621775390762046,-0.06986272238557723,0.19231923513311774,-0.7468025689925181,-0.5469888902177951
UNP,0.014906499760662495,0.13667208949579268,0.27477856065100564,-2.363985515823695,-0.6200087026572637
MDT,-0.10824930170984026,-0.028166638543783096,0.36664651196289016,-1.063855335899447,-0.6202946952761804
BA,-0.3363551333092879,0.4950402259347766,0.5076678887691861,-0.5404557486689986,-0.6288555687308537
MS,5.5196618858018,-0.08479004770493737,0.8153927598757551,-2.084117642499823,-0.6440681490412985
INTC,0.13401640977199847,0.08075957360770358,0.4620245937015374,0.7666673570812333,-0.6858361576845935
CMCSA,-0.10375809342673281,0.025719829242426773,0.2631357624428383,-1.6327494609055795,-0.7090426233634605
REGN,0.439194820689252,-0.039774063842942686,0.31522914752334574,-0.1961294124289944,-0.7148824249928325
PH,2.4235710273807602,0.05595178899786091,0.7620064287813815,-1.9145382019825417,-0.7152137863197239
SE,1.2424438120971053,-0.13647975835431514,0.6021982187621084,-2.0186530029790646,-0.7390587040898748
T,0.4107882341987521,-0.02631575265063235,0.32890457420216473,-1.7858171973614068,-0.7408322708722965
PYPL,-0.049620124000129384,0.08152638729571238,0.2844206554610782,-0.7104358217765254,-0.7605675074935829
AMZN,-0.26105209820113107,0.1825868207999608,0.4013005191080884,-2.4989260990948634,-0.7973898495502801
CAT,-0.05155457858890866,0.032855133200809794,0.19176050660637858,-1.3692657994978699,-0.7979435101193413
FTNT,1.0413368472648448,-0.04505509642060945,0.396737975731984,-1.9521147324348385,-0.8386062269196666
ABNB,2.054348524345781,-0.09980217667157254,0.6430158212672435,-2.2804582993250277,-0.8977962518496214
AMGN,0.36757152187182696,0.0015159996655065289,0.3149109374220289,-0.36751254937572597,-0.9027193448824158
BAC,1.6190867777741076,0.2826349506809742,1.92214620637428,-3.6808915024210376,-0.9430308736428835
SNPS,-0.1745716834138149,0.3745391715303503,0.4754833618550738,-1.1873286933024882,-0.9588528888684746
NKE,0.041615802374671995,-0.19654117822962214,0.5250724984968136,-1.7423132368089567,-0.996402728009858
MRVL,-0.14895370994290225,0.07705600505877652,0.31735802879970204,-2.2825360395447363,-1.0158348052534838
V,0.015067522868488226,0.14003343598599494,0.23431022413818667,-1.657991683209245,-1.0594721849750894
COIN,-0.08218817173551307,-0.03185014060246172,0.1838126242585176,-0.7750262778183391,-1.0961755701514773
RIO,0.16230801553529473,-0.03726142714208236,0.25891672134429555,-1.350128857606976,-1.1081559234769944
AIG,-0.3236029787325789,0.21206829862284549,0.5678237025233297,-2.117777787817767,-1.1198078421352986
ON,-0.1962888285757205,0.16142992411307655,0.47170485205618334,-3.075779094777595,-1.1276628005731764
GOOGL,-0.12280799994110703,0.24596822819570008,0.2695061777232178,-2.0193308421875944,-1.1287905694634972
SMCI,-0.045490780586698754,-0.15794544976806835,0.40288640040654,-0.8744104814495366,-1.1293478319557535
JNJ,0.045738660296898104,0.05901767444970174,0.22068129696730665,-1.9134614378425594,-1.160671332457691
ABT,-0.11011785311631739,0.09290582721453222,0.25121005610869085,-1.9344908214040326,-1.2497919088778184
NEM,-0.36396570217957835,0.40607411359939105,0.6314513623956058,-1.7785199750970508,-1.2730885479705139
AXP,-0.22770930617371454,0.019275013587463308,0.3938799076861628,-1.1572183023635843,-1.3308361673362779
SPGI,0.5134278662923053,0.20750075363830245,0.49736567254152225,-1.5874377948179161,-1.3604494728728844
PANW,-0.5113561101529961,0.09009964309894802,0.37873395898892853,-1.616734739218553,-1.368770212091028
ALGN,-0.4842438173128877,0.21408636704277395,0.4862558236029552,-1.7971079272986585,-1.3711870893654736
RSG,-0.2518762760381793,-0.04676570130919022,0.29492567687513027,-1.792008918117467,-1.3743239687081925
GS,-0.009635584680270814,0.26154118378008673,0.3241780561278356,-2.4865948976742334,-1.3772375133517576
ICE,0.3968247320353542,0.3693721810756132,0.6367983260782324,-2.148824615543477,-1.3785913751913226
LRCX,0.04294956018912677,-3.8124316378951306e-05,0.23603890114620785,-1.9945635644218949,-1.397895096415991
ECL,-0.1917781101955156,0.04871459047455162,0.3142092145584414,-1.6588802532118898,-1.4338709090296817
DHR,0.2955973556297846,0.09924680713717393,0.3294674878006383,-1.8892654521012762,-1.522245618678932
HUM,-0.05747924391785808,-0.13526366566209713,0.4867765380134034,-1.9921754670590417,-1.5238029505807331
EMR,-0.08414479933920871,0.139042245083294,0.29432354628779406,-2.9422101855549387,-1.574521032747949
GILD,-0.1516297490284083,0.05343396059879213,0.2531992370978646,-1.8490720030927454,-1.603842098616367
META,-0.22943173590739097,0.21374707212670563,0.3703355768407169,-2.2250658430182595,-1.613253802187344
ETN,-0.13035932812546913,0.06846540643503718,0.25089357338510665,-2.2227777669296733,-1.6649768777875578
CME,-0.40523040714541436,-0.08687089762782807,0.3588362866094791,-2.2121251319974613,-1.6837729021375976
SNOW,-0.0256505778380125,-0.09706316607715337,0.5189883567990771,-1.6883231997155945,-1.9072404680713997
