ticker,rank,date,last_price,ret_1m,ret_3m,ret_6m,ret_12m,vol_ann,max_drawdown,from_52w_high,momentum_score,quality_score,composite_score
LLY,67,2026-09-14,1115.7,-0.0844,-0.0376,0.1453,0.4846,0.3586,-0.2318,-0.1286,0.1971,0.1423,0.1697
LRCX,68,2026-09-14,298.22,-0.0855,-0.1768,0.4246,1.5945,0.6403,-0.4176,-0.3118,1.6055,-1.2672,0.1691
REGN,69,2026-09-14,781.49,-0.0195,0.2795,0.0495,0.3824,0.3366,-0.2585,-0.0828,0.0674,0.2524,0.1599
TMO,70,2026-09-14,609.82,0.0113,0.2833,0.284,0.2455,0.3043,-0.3138,-0.0444,-0.1063,0.414,0.1539
WMT,71,2026-09-14,107.15,-0.0742,-0.1087,-0.1396,0.0526,0.2585,-0.2334,-0.1997,-0.3511,0.6432,0.1461
AIG,72,2026-09-14,75.33,-0.0106,0.0068,-0.0026,-0.0202,0.2416,-0.1698,-0.1191,-0.4435,0.7278,0.1421
ROK,73,2026-09-14,428.39,-0.048,-0.0609,0.2033,0.2384,0.3075,-0.1873,-0.132,-0.1153,0.398,0.1414
ABNB,74,2026-09-14,170.19,-0.055,0.3005,0.3327,0.3831,0.3483,-0.1721,-0.1066,0.0683,0.1939,0.1311
OXY,75,2026-09-14,61.46,0.0545,0.1131,0.0619,0.3621,0.3522,-0.2729,-0.0636,0.0416,0.1744,0.108
APD,76,2026-09-14,291.43,-0.0416,0.0544,0.0158,0.0159,0.268,-0.2113,-0.0724,-0.3977,0.5957,0.099
AXP,77,2026-09-14,324.69,-0.0564,0.0223,0.0819,-0.0035,0.2667,-0.239,-0.1495,-0.4223,0.6022,0.0899
T,78,2026-09-14,26.06,0.0746,0.1482,-0.0257,-0.0746,0.2512,-0.2889,-0.083,-0.5125,0.6797,0.0836
ICE,79,2026-09-14,157.4,0.0401,0.1367,-0.0007,-0.0951,0.2506,-0.2934,-0.0951,-0.5385,0.6827,0.0721
HON,80,2026-09-14,202.36,-0.1376,-0.1168,-0.1663,-0.0306,0.2708,-0.2162,-0.2155,-0.4567,0.5817,0.0625
BLK,81,2026-09-14,1079.65,-0.0652,0.0675,0.1825,-0.0277,0.272,-0.2245,-0.083,-0.453,0.5757,0.0613
PGR,82,2026-09-14,217.62,0.0494,0.0764,0.0616,-0.0685,0.2635,-0.1854,-0.0719,-0.5048,0.6182,0.0567
DIS,83,2026-09-14,106.55,0.0323,0.07,0.0798,-0.0768,0.2635,-0.2053,-0.0768,-0.5153,0.6182,0.0514
PANW,84,2026-09-14,330.65,-0.1456,0.1829,0.9667,0.6672,0.4535,-0.3601,-0.165,0.4288,-0.3325,0.0481
EMR,85,2026-09-14,152.19,-0.0677,0.0747,0.16,0.1245,0.3219,-0.2345,-0.071,-0.2599,0.326,0.0331
GE,86,2026-09-14,323.66,-0.1141,-0.0261,0.0566,0.1554,0.33,-0.2085,-0.151,-0.2207,0.2854,0.0324
TXN,87,2026-09-14,268.7,-0.0285,-0.091,0.4283,0.4953,0.4247,-0.2337,-0.1872,0.2107,-0.1884,0.0111
SHW,88,2026-09-14,323.31,-0.1003,0.0226,0.0227,-0.1147,0.2735,-0.2099,-0.1261,-0.5634,0.5682,0.0024
MCO,89,2026-09-14,474.95,-0.0039,0.0773,0.1187,-0.0764,0.2839,-0.2361,-0.114,-0.5148,0.5161,0.0007
DHR,90,2026-09-14,200.14,-0.0275,0.1093,0.079,0.0331,0.3144,-0.3297,-0.1697,-0.3758,0.3635,-0.0062
CRWD,91,2026-09-14,206.74,-0.0678,0.1958,0.8729,0.9082,0.5411,-0.3718,-0.105,0.7346,-0.7708,-0.0181
AMZN,92,2026-09-14,256.78,-0.0393,0.0632,0.2255,0.1167,0.3434,-0.2174,-0.0959,-0.2698,0.2184,-0.0257
HD,93,2026-09-14,308.74,-0.0944,-0.046,-0.0755,-0.2502,0.2524,-0.2881,-0.2502,-0.7353,0.6737,-0.0308
UNH,94,2026-09-14,379.09,-0.0653,-0.0599,0.3761,0.1008,0.3454,-0.2896,-0.1312,-0.2899,0.2084,-0.0408
NVDA,95,2026-09-14,218.29,-0.0248,0.0667,0.1947,0.235,0.3803,-0.2021,-0.0719,-0.1196,0.0338,-0.0429
ABT,96,2026-09-14,101.95,-0.0808,0.1453,-0.0446,-0.2137,0.2688,-0.3861,-0.2365,-0.689,0.5917,-0.0487
MSFT,97,2026-09-14,495.63,0.0084,0.2721,0.2383,-0.0026,0.3248,-0.345,-0.0781,-0.4211,0.3115,-0.0548
ETN,98,2026-09-14,425.37,-0.0752,0.0833,0.2265,0.1945,0.3857,-0.1833,-0.0752,-0.171,0.0067,-0.0821
CI,99,2026-09-14,280.76,0.0177,-0.0425,0.068,-0.0613,0.3262,-0.2141,-0.0768,-0.4956,0.3045,-0.0956
NEM,100,2026-09-14,126.81,0.0784,0.3021,0.1126,0.607,0.4982,-0.321,-0.0597,0.3524,-0.5562,-0.1019
BA,101,2026-09-14,210.45,-0.0897,-0.0504,0.0278,-0.0434,0.3353,-0.2496,-0.1654,-0.4729,0.2589,-0.107
HUM,102,2026-09-14,409.8,0.0539,0.1141,1.5225,0.4915,0.4718,-0.449,0.0,0.2058,-0.4241,-0.1091
TMUS,103,2026-09-14,182.33,0.0353,-0.0131,-0.1399,-0.2287,0.2955,-0.2955,-0.2298,-0.708,0.4581,-0.125
CMCSA,104,2026-09-14,25.2,-0.0106,0.0656,-0.1432,-0.156,0.318,-0.308,-0.2044,-0.6158,0.3455,-0.1352
ALGN,105,2026-09-14,150.82,-0.1333,-0.1455,-0.0965,0.1097,0.392,-0.2369,-0.2364,-0.2786,-0.0248,-0.1517
SPGI,106,2026-09-14,410.71,0.0037,0.0526,0.0391,-0.2049,0.3141,-0.2893,-0.2049,-0.6778,0.365,-0.1564
SYK,107,2026-09-14,275.56,-0.2064,-0.096,-0.1784,-0.284,0.2945,-0.2994,-0.285,-0.7782,0.4631,-0.1576
JD,108,2026-09-14,27.06,-0.1439,-0.0356,0.003,-0.1853,0.3219,-0.2978,-0.2252,-0.653,0.326,-0.1635
FCX,109,2026-09-14,71.07,0.0267,0.0739,0.2059,0.5643,0.5136,-0.2431,-0.1106,0.2982,-0.6332,-0.1675
KLAC,110,2026-09-14,180.64,-0.1316,-0.2501,0.2846,0.8932,0.6029,-0.4359,-0.4006,0.7156,-1.0801,-0.1822
MPWR,111,2026-09-14,1234.46,-0.1337,-0.2222,0.1982,0.4792,0.5356,-0.2971,-0.2684,0.1902,-0.7433,-0.2765
ISRG,112,2026-09-14,369.15,-0.08,-0.106,-0.2298,-0.1902,0.3671,-0.44,-0.3773,-0.6592,0.0998,-0.2797
UBER,113,2026-09-14,71.67,-0.049,0.0305,-0.0178,-0.243,0.3601,-0.3413,-0.284,-0.7262,0.1348,-0.2957
META,114,2026-09-14,648.03,0.1195,0.1411,0.0172,-0.1342,0.3947,-0.3246,-0.1667,-0.5881,-0.0383,-0.3132
PDD,115,2026-09-14,77.81,-0.1261,-0.0429,-0.2343,-0.3811,0.3366,-0.4693,-0.4367,-0.9014,0.2524,-0.3245
CDNS,116,2026-09-14,289.37,-0.1045,-0.2459,-0.0033,-0.1842,0.4008,-0.3177,-0.3051,-0.6516,-0.0688,-0.3602
NFLX,117,2026-09-14,77.4,0.043,-0.0476,-0.1793,-0.3569,0.3579,-0.4554,-0.3765,-0.8707,0.1458,-0.3624
MCHP,118,2026-09-14,74.2,-0.0603,-0.1968,0.1959,0.1711,0.4994,-0.3051,-0.2732,-0.2007,-0.5622,-0.3815
AVGO,119,2026-09-14,361.99,-0.1299,-0.0597,0.0814,0.0139,0.4621,-0.2867,-0.2471,-0.4002,-0.3755,-0.3879
ADSK,120,2026-09-14,212.4,-0.1487,0.0332,-0.15,-0.3455,0.3711,-0.4222,-0.3462,-0.8563,0.0798,-0.3882
CRM,121,2026-09-14,247.72,0.2814,0.4883,0.2494,0.0144,0.4724,-0.4333,-0.0648,-0.3996,-0.4271,-0.4133
ANET,122,2026-09-14,199.59,-0.0518,0.2762,0.4891,0.3042,0.5479,-0.2833,-0.0518,-0.0318,-0.8049,-0.4183
ADBE,123,2026-09-14,252.23,-0.0252,0.1528,-0.0651,-0.2805,0.4021,-0.4737,-0.3136,-0.7738,-0.0753,-0.4245
TSLA,124,2026-09-14,365.44,0.1158,-0.0845,-0.0749,-0.0091,0.4717,-0.391,-0.254,-0.4294,-0.4236,-0.4265
SNPS,125,2026-09-14,397.38,-0.0362,-0.1291,-0.051,-0.0929,0.4506,-0.3035,-0.2566,-0.5357,-0.318,-0.4269
GFS,126,2026-09-14,46.95,-0.1171,-0.4177,0.1305,0.4615,0.5967,-0.511,-0.4773,0.1678,-1.049,-0.4406
ON,127,2026-09-14,76.14,-0.0862,-0.3434,0.3198,0.5532,0.6222,-0.4761,-0.4315,0.2841,-1.1766,-0.4462
NKE,128,2026-09-14,36.8,-0.0819,-0.1908,-0.3068,-0.4886,0.3617,-0.4927,-0.4902,-1.0378,0.1268,-0.4555
QCOM,129,2026-09-14,181.97,0.122,-0.0985,0.4002,0.1501,0.5259,-0.4098,-0.2684,-0.2274,-0.6948,-0.4611
PYPL,130,2026-09-14,53.72,-0.0903,0.3058,0.218,-0.1925,0.4412,-0.4855,-0.2865,-0.6621,-0.271,-0.4665
IBM,131,2026-09-14,243.29,0.031,-0.1085,-0.0034,-0.0288,0.4877,-0.375,-0.2557,-0.4544,-0.5036,-0.479
BABA,132,2026-09-14,109.3,-0.1271,-0.0301,-0.1781,-0.2904,0.4265,-0.4947,-0.4174,-0.7863,-0.1974,-0.4919
NVO,133,2026-09-14,43.07,-0.0597,-0.0077,0.1894,-0.1672,0.4608,-0.4367,-0.2932,-0.63,-0.369,-0.4995
SPOT,134,2026-09-14,525.75,0.0738,0.0818,0.0317,-0.2384,0.4432,-0.4411,-0.2881,-0.7204,-0.281,-0.5007
BSX,135,2026-09-14,42.98,-0.1641,-0.0888,-0.373,-0.5881,0.3795,-0.5939,-0.5906,-1.1641,0.0378,-0.5632
DASH,136,2026-09-14,201.95,-0.0496,0.3064,0.2485,-0.2238,0.4763,-0.4797,-0.2832,-0.7018,-0.4466,-0.5742
SNOW,137,2026-09-14,328.99,-0.0098,0.3686,0.8561,0.4652,0.6534,-0.563,-0.0771,0.1725,-1.3327,-0.5801
NET,138,2026-09-14,306.53,-0.0158,0.3477,0.4451,0.3645,0.638,-0.3676,-0.0735,0.0447,-1.2557,-0.6055
DDOG,139,2026-09-14,221.21,-0.0818,-0.0556,0.7396,0.5897,0.6967,-0.4862,-0.2323,0.3304,-1.5494,-0.6095
BIDU,140,2026-09-14,91.4,-0.1282,-0.2128,-0.2579,-0.1826,0.5185,-0.4426,-0.4376,-0.6495,-0.6577,-0.6536
ARM,141,2026-09-14,264.79,-0.026,-0.2263,1.3001,0.7116,0.7609,-0.4883,-0.3975,0.4851,-1.8706,-0.6928
PLTR,142,2026-09-14,167.23,-0.0223,0.2758,0.0894,0.0175,0.6088,-0.4822,-0.1928,-0.3956,-1.1096,-0.7526
INTU,143,2026-09-14,321.57,-0.0393,0.1664,-0.2554,-0.5077,0.4871,-0.6342,-0.5368,-1.0621,-0.5006,-0.7814
SE,144,2026-09-14,106.24,-0.1707,0.2398,0.2475,-0.4593,0.5083,-0.6022,-0.4593,-1.0007,-0.6067,-0.8037
NOW,145,2026-09-14,132.53,0.0607,0.2857,0.1731,-0.2938,0.5687,-0.5682,-0.3106,-0.7907,-0.9089,-0.8498
ORCL,146,2026-09-14,150.28,-0.0196,-0.1809,-0.0492,-0.5063,0.5704,-0.6456,-0.5368,-1.0603,-0.9174,-0.9889
HOOD,147,2026-09-14,112.57,0.1861,0.2205,0.4788,-0.044,0.7219,-0.5726,-0.2616,-0.4737,-1.6755,-1.0746
ZS,148,2026-09-14,164.54,-0.0721,0.3047,0.0853,-0.426,0.632,-0.6489,-0.5107,-0.9584,-1.2257,-1.092
MRNA,149,2026-09-14,143.97,1.2612,1.9003,1.6966,4.6703,1.9257,-0.3416,-0.1744,5.5084,-7.6989,-1.0952
COIN,150,2026-09-14,175.26,0.1759,0.0924,-0.093,-0.459,0.7078,-0.6357,-0.5474,-1.0003,-1.6049,-1.3026
SMCI,151,2026-09-14,40.1,0.0662,0.2543,0.2977,-0.0876,0.9157,-0.6501,-0.3166,-0.529,-2.6452,-1.5871
